"rep","n","method","R2","RMSE"
43,100,"lasso",-0.0314409921268575,3.77308341105634
43,250,"lasso",0.185147121206545,3.47201220138086
43,500,"lasso",0.364617247083862,3.25794983695433
43,1000,"lasso",0.460458494878676,2.81336429601004
44,10,"lasso",-12.1435701160305,8.01278498505174
44,20,"lasso",-0.12104267511328,4.64898640990489
44,50,"lasso",-0.130570723964196,4.71020018942222
44,100,"lasso",-0.0573076146073603,4.24107336194508
44,250,"lasso",-0.0292278463417175,4.19473944408755
44,500,"lasso",0.262487507832569,3.73969261807518
44,1000,"lasso",0.613673231803101,2.87955918436768
45,10,"lasso",-12.3391582189818,8.59274583828894
45,20,"lasso",-1.16033265320331,5.11533002700827
45,50,"lasso",-0.180150731974951,4.38349206412602
45,100,"lasso",-0.349046004286955,4.1946855121827
45,250,"lasso",0.0964034165302405,3.3480609192083
45,500,"lasso",0.192229217443943,3.85743045709172
45,1000,"lasso",0.532279946991433,2.83230952813714
46,10,"lasso",-6.73162374990203,3.47041207994153
46,20,"lasso",-3.00190258968834,6.1173686844023
46,50,"lasso",0.244923003972649,3.62209388709796
46,100,"lasso",-0.280794559991877,4.2329357058391
46,250,"lasso",0.124132002747596,3.76752122243108
46,500,"lasso",0.195646591730569,3.31675466304468
46,1000,"lasso",0.519730824814195,3.0415314016942
47,10,"lasso",-3.77938713592509,6.15632011599139
47,20,"lasso",-0.0863417767711439,1.2072811707988
47,50,"lasso",0.00048577616407508,4.18371525097217
47,100,"lasso",0.0986262161491769,2.98934945745647
47,250,"lasso",0.182112213741283,4.46996902698833
47,500,"lasso",0.270416123326198,3.83200680261982
47,1000,"lasso",0.505914130487479,3.09837061523808
48,10,"lasso",-2.34995882775042,3.92468743994345
48,20,"lasso",-2.95986301063417,5.9203891600266
48,50,"lasso",-0.248358204324417,5.05955161929332
48,100,"lasso",-0.187959783627224,4.20147840309069
48,250,"lasso",0.393628211990319,3.43617529892968
48,500,"lasso",0.317874207043528,3.20862559870849
48,1000,"lasso",0.602395173434111,2.624765649789
49,10,"lasso",-0.293798798945695,3.37813200888201
49,20,"lasso",-0.115852343546585,6.47643299939964
49,50,"lasso",-0.528775576396518,3.54914095611698
49,100,"lasso",-0.0147910028347971,3.17564673843749
49,250,"lasso",0.0888779898577038,4.1249507014213
49,500,"lasso",0.439016024616643,3.5273630504991
49,1000,"lasso",0.52683480399474,2.75581558473302
50,10,"lasso",-7.6453766402978,9.49807541668282
50,20,"lasso",-0.0557630574070742,5.91916214310504
50,50,"lasso",-2.48378735162018,4.86276057220551
50,100,"lasso",-0.00777276473616118,5.77480284272395
50,250,"lasso",0.259665151131946,3.90577825755627
50,500,"lasso",0.523720671291628,2.94705015990938
50,1000,"lasso",0.419991784899101,3.18555438940106
51,10,"lasso",-0.584949414742237,2.67532146060029
51,20,"lasso",-0.0769698138296169,3.69324252203668
51,50,"lasso",-0.0639228083838432,4.12314111088549
51,100,"lasso",-0.0380327327909455,4.43259029169169
51,250,"lasso",0.033643896340343,4.22726279944415
51,500,"lasso",0.272148598723143,3.858733309569
51,1000,"lasso",0.584590651020359,2.79522286078799
52,10,"lasso",-2.15964830738479,8.74531373718127
52,20,"lasso",-3.23809935921848,4.60270288997501
52,50,"lasso",-8.80573479766777e-05,5.31885424852838
52,100,"lasso",-0.120684892160559,4.64661302033683
52,250,"lasso",0.114360420610102,4.97535090842519
52,500,"lasso",0.4513545201999,3.49190573462251
52,1000,"lasso",0.52566614655487,2.93424321750098
53,10,"lasso",-4.15010354317367,3.50809052899569
53,20,"lasso",-0.140935715902105,3.07858102944172
53,50,"lasso",-0.00965507169537183,7.2662958796947
53,100,"lasso",-0.068549500441623,4.69916462317909
53,250,"lasso",0.389139423962137,3.85426291463799
53,500,"lasso",0.194406256486783,3.79171238889408
53,1000,"lasso",0.575304802044334,2.87059906664145
54,10,"lasso",-9.5542866006987,6.76794398979669
54,20,"lasso",-0.432281458190255,3.91330630671162
54,50,"lasso",-0.628315597582761,6.579807664805
54,100,"lasso",-0.00465118683678356,5.00465331337352
54,250,"lasso",0.0320395131454621,4.3203945855651
54,500,"lasso",0.35758469791998,3.09906485149086
54,1000,"lasso",0.534485865970444,2.98487713300651
55,10,"lasso",-0.127538940560391,5.90981896652048
55,20,"lasso",-0.241550077918063,5.70197400163504
55,50,"lasso",-0.649429483260817,5.60358560237737
55,100,"lasso",-0.028089962167861,4.02260283925325
55,250,"lasso",0.0595660796924089,4.09202895077165
55,500,"lasso",0.300490960335445,3.93456629463057
55,1000,"lasso",0.512837576766011,3.095983724506
56,10,"lasso",-3.08166310682598,2.09812469432967
56,20,"lasso",-0.153550581274089,4.14362091296724
56,50,"lasso",-0.0474849407527294,2.85605505466973
56,100,"lasso",-0.0001200848394729,5.28207582488836
56,250,"lasso",-0.0737410955302469,4.04774153609512
56,500,"lasso",0.325953251386693,3.58455066465314
56,1000,"lasso",0.555580930920429,2.91644082204262
57,10,"lasso",-0.629651927437335,3.43576103509435
57,20,"lasso",-0.00612210851036887,4.89474337344215
57,50,"lasso",-0.353531144244919,5.16156913717764
57,100,"lasso",-0.0170431825925017,4.19167300582527
57,250,"lasso",0.354502472402355,3.26636820826451
57,500,"lasso",0.15885039265057,3.85145687877467
57,1000,"lasso",0.431480619712874,3.04444644502924
58,10,"lasso",-0.176448746903688,5.56045181445205
